,Feature,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9,Importance_10,Importance_11,Importance_12,Importance_13,Importance_14,Importance_15,Importance_16,Importance_17,Importance_18,Importance_19,Importance_20,Importance_21,Importance_22,Importance_23,Importance_24,Importance_25,Importance_26,Importance_27,Importance_28,Importance_29,Importance_30,Importance_31,Importance_32,Importance_33,Importance_34,Importance_35,Importance_36,Importance_37,Importance_38,Importance_39,Importance_40,Importance_41,Importance_42,Importance_43,Importance_44,Importance_45,Importance_46,Importance_47,Importance_48,Importance_49,mean_importance,std_importance,system,Z_score
704,CUt3,0.00017304404189,8.864772090640257e-05,0.0001702232667459,0.0001634628164955,0.0001617522427081,0.000110689403736,0.0001603472861408,0.0001688758361013,0.0001690909261508,0.0001945330094937,0.0001606925108891,0.0001834695599317,0.0002476816302112,0.0001823368615561,0.0001607499828633,0.0001761374173356,0.0002434089251955,0.00025810713084,0.0001749597252549,0.0002133912239228,0.0002225940903414,0.0002034106650107,0.000175007995236,0.0001511447916316,0.0002303023541559,0.0001917661771122,0.000194002123333,0.000140036977752,0.0002279519295533,0.0001826605849351,0.0001917604898373,0.0001855347441251,0.0001553552045389,0.0001940604861948,0.0001450509524847,0.0001468869741907,0.0001827923238172,0.0001556679110623,0.0001176362686056,0.0001245603967973,0.000197014421166,0.0001288556167288,0.0001501191168568,0.0002165366477922,0.0001900262575039,0.0002655239836077,0.0001263746361285,0.0001817707771953,0.0001746969561962,0.0001472658851806,0.0001771593851487961,3.6965885789480986e-05,"Transport, Outer Membrane",-0.4192211316593498
705,EX_ade_e,9.62604468335414e-05,6.118140750134733e-05,0.0004548443622344,8.263745734379749e-05,7.308322520941583e-05,6.577577728523674e-05,0.0001051386455315,7.843552220956687e-05,0.0005255593887623,4.2904933376037966e-05,8.880851955433901e-05,7.906920934801594e-05,0.0001091652440736,0.0004580991174865,8.883762271411072e-05,6.239033328380938e-05,0.000531375611754,0.0004684830018793,9.86100766974963e-05,8.424391227772724e-05,9.485279420143104e-05,5.166892156636925e-05,0.000115509740485,5.6409970078121945e-05,8.648588138486537e-05,7.582261382791774e-05,0.000459884005635,7.576634322336931e-05,6.835093713879343e-05,8.045733899164548e-05,6.489178050897333e-05,7.371278849874282e-05,0.0005292283962481,7.936989646240644e-05,7.800822452358044e-05,0.0003861619546303,0.000100056258389,0.0004623017242924,7.832488360289611e-05,0.0005286217431293,0.0004887675169555,8.41923430005411e-05,7.438858571726228e-05,8.941946326891975e-05,6.576558208820338e-05,9.761464462647808e-05,0.000112038182579,6.921392201563641e-05,6.618254787131121e-05,0.0004691753136964,0.00017635096227987013,0.0001725441915204526,Extracellular exchange,-0.42098804441126336
706,GLUDC,6.003626764693771e-05,0.0001698620445163,0.0001551926768192,0.0002442684233654,0.0002243614027399,6.732452760942531e-05,0.0001726247636526,0.0002234789216202,0.0001347116303078,0.0001471973504019,0.0001975987823162,0.0002228652573242,0.0001708624899533,0.0001420487407479,0.0001904376110959,0.0001763580345319,0.0001401497892172,0.0002045250352833,0.0001908274236863,0.0001834907378679,0.0002417892146727,0.0002128022422712,0.0001814619840148,0.0002614806241612,0.0002539660360429,0.0002208618503855,0.0002338319032601,0.0001253755754763,0.0001773393558492,9.867537817647442e-05,0.0001332095739265,0.000200739170875,0.0001076910646105,7.60128290190518e-05,0.0001374634334652,0.0001138457961,0.0002158256568724,0.0003100665924905,0.0001696454183989,0.0002153826884969,0.0002380317985372,0.000189116804977,0.0001991872692893,0.0001280930936597,0.000188070229079,0.000252465118607,0.0001051875149353,9.297115347265756e-05,0.0002174370982336,6.351220463210069e-05,0.00017559521169383893,5.651092603064834e-05,Glutamate Metabolism,-0.42263983507559566
707,HCYSMT,0.0002085729519013,5.1515618544366826e-05,0.0001753925538043,0.0001310469837516,0.0002099275012162,0.0003334857050822,0.0002370331975177,0.0001860043935238,0.0001894820768855,0.0001289307687678,7.577766823043574e-05,0.000129650576409,7.035868497775353e-05,0.0004606588902815,8.398343350607945e-05,0.0001934132549442,0.0001802941201966,0.0001027693824709,0.0001428454245743,0.0002362852311824,0.0003230906210587,0.0002177238334908,0.0001179752477684,4.870535225802879e-05,0.0001431187427572,0.0001009384562337,0.0001484240751302,6.08471221893952e-05,0.0001629001427422,0.0001345804317155,8.340581479333559e-05,0.0001673572153274,0.0001569697163383,9.10226835298881e-05,6.367763324724591e-05,0.0001927596659822,0.0002352649811475,0.0001953402654709,0.0001361897669563,0.0005150052235528,0.0002355604043391,0.0002619106532239,0.000168456553373,0.0002414054268317,0.0001591464869211,5.330896996991048e-05,0.0002033031297123,0.0001789692358926,0.0002491619019908,0.0001568942855409,0.00017461684914506472,9.231400403455836e-05,Methionine Metabolism,-0.42477817298001497
708,DURItex,0.0002034274241316,0.0002285827036573,0.0002212676124114,0.0001528014818383,0.0002188627354291,0.00018872555082,0.0002053210155788,0.0001515795322081,0.000133866929961,0.0001200938469186,0.000125445302137,0.0001896608619335,0.0002359422017468,0.0001861150489987,0.0001272815024442,0.0001567005330383,0.0001761884204576,0.0001364460422431,0.000202770375165,0.0001163507806097,0.0001872223460842,0.0002065321385069,0.0001862514302764,0.0002266807569175,0.0001289387314978,0.0001902549509403,0.0001785727147053,0.0001806417701227,0.0001809556867564,0.0001498537728308,0.0001250931557195,0.0001773813285406,0.000138738653423,0.0001235381021539,0.0002450024262666,0.0001861534976989,0.0002414845369921,0.0001371391215836,0.0001458309259449,0.0002070472435202,0.0001771025467189,0.0001800034104896,0.0001595188696796,0.0001873345677785,0.0001422961525325,0.0001766696779767,0.0001579556122318,0.0001861721846598,0.0002095321822634,0.0001276564123888,0.00017449969617858608,3.492056985199074e-05,"Transport, Outer Membrane",-0.4250342259423348
709,CHTBStex,0.0001516917791225,0.0001253958632477,0.000193375220285,0.0001394335189236,0.0001677475845668,0.0002036826623788,0.0001723628810502,0.0002485371472798,0.0002009529780295,0.00017025721142,0.0001702107954968,0.0001452500422672,0.0001854690266037,0.0001759362974719,0.0001777427546405,0.0002206737937585,0.0001841933761633,0.0001231746744538,0.000153637016018,0.0001737613876191,0.0001517632665784,0.0001845267101134,0.0001483937192721,0.000188303260773,0.0001363788981811,0.0001805424847472,0.0001895594562641,0.0001942560190163,0.0001639585418898,0.0001560111368396,0.0001785375238675,0.0001812966138314,0.00016094448283,0.00017063356548,0.000200335482037,0.0001774546251001,0.0001654813142118,0.0001482602954187,0.0001609390237683,0.0001748898956388,0.0001861064365626,0.0001831254250664,0.0001594994541946,0.0002182617253633,0.0001218989924799,0.0002461186393097,0.0001422856911564,0.0001483865115036,0.0002341481869537,0.0001731467436615,0.00017417860265814004,2.806476602801079e-05,"Transport, Outer Membrane Porin",-0.4257360173656609
710,PAI2I,0.0001606961345687,5.9916696535853165e-05,0.0001392008183815,0.0001953104537637,0.0001710840960236,0.0002593133438642,0.0001607293962273,0.0001046122426404,0.0001059351901276,0.0001955828223301,0.0001989482777801,0.0001361723717451,5.994095315686684e-05,0.0004065343223038,7.495198074688755e-05,0.0001497944407025,0.0001168841407931,0.0001645779543975,0.0001534655332351,0.0002404183211474,0.0001967438192769,0.0002658164199448,0.0002221412967558,4.889481306703192e-05,0.0002304294188761,9.702863742088672e-05,0.0001885238734379,6.792102716847332e-05,0.0001696640520017,0.0001044019412274,0.0001362118811251,0.0001846981444171,0.0001058276180816,0.0001922812453412,5.403083776267192e-05,0.0001206481724684,0.0004669306751033,0.000195900477981,0.0001287701871587,0.0004004416725891,0.0002152203037775,0.0002836951803725,0.0001312378658588,0.0002345840192354,0.0002375023987823,7.14959371004765e-05,0.0001083111475782,0.0001285995831375,0.0002480248691467,0.0002155695171261,0.00017411233047583897,8.75245490746617e-05,Methionine Metabolism,-0.4258808637925816
711,CLPNS140pp,0.0001626715195959,0.0002204983814526,0.0001349677791781,9.121390400405648e-05,8.599469579678941e-05,6.087732754139025e-05,0.0003267997268044,0.0001315175713433,0.0001226718450216,0.0003429719841287,0.0003327372365206,0.0001636601312098,0.0001808167498873,0.0003126045012867,8.199549545866492e-05,0.0001289688956458,0.000182254489212,0.0001293570531464,0.0001281579777745,0.0001632246533965,0.0002300596667741,0.0001969547160584,0.0001407140030717,0.0001206601473271,9.017066712817493e-05,0.0002192551412382,0.0002395634143383,0.000143423787663,0.0002285660185269,0.0001230558113124,0.000182613305437,9.697936990803912e-05,7.786595437642659e-05,0.0001193740100853,0.0002177541864798,0.0002582826513615,7.66660486562645e-05,0.000104345588857,0.0001257405744695,0.0003060209373381,7.822426201536734e-05,0.0003220409565837,0.0001729329701581,0.0002948066407706,0.0001169629725202,0.0002633473650165,6.733643057494769e-05,9.997341294374418e-05,0.0002676152565511,0.0002388501292328,0.00017408236630358733,8.030772637839835e-05,Glycerophospholipid Metabolism,-0.42594635436699135
712,TDSR2,0.0001935245162676,0.0001882952376528,0.000182231761546,7.209700907053437e-05,0.000171500864854,6.574023078332671e-05,0.0002110250876642,0.0001612485957058,8.012267561982893e-05,0.0002437294919172,0.000210863222864,0.0001947752152693,0.0001883793736443,0.000105524032065,0.0001124177343012,0.0002524970341423,0.0002614604637983,0.0001482328431722,0.0001866436587763,0.0001925938768647,0.0001902092944987,0.0002162355657559,0.0002074483288954,0.0002458584683454,0.0001561196864054,0.0001400217593959,0.0001897677593567,0.0002341568816987,0.0001199159393519,0.0002277253817347,0.0001550613149361,0.0001880967134742,0.0001690333233482,0.0001144633567094,0.0001654877550664,9.785704484317618e-05,0.0001648231153293,0.0001520660112257,0.0002023640763663,0.0001236875425073,0.0002350247404556,0.0002417104187554,0.0001614284755296,0.0001653812939924,0.0001646382830249,0.0001526724209715,0.0001439067815969,0.000250085606054,0.0001636176950187,0.0001397938783696,0.00017403123677984532,4.7721711883444974e-05,"Transport, Inner Membrane",-0.4260581045548838
713,EX_gal_e,0.0002368984784856,0.0002071846331285,0.000264658370743,0.0001455039625834,0.0001084665855407,0.0001676434999578,0.000163279861737,0.0002605269853529,0.0001699142886448,0.0001179249695122,0.0002042060936326,0.0002121895246991,0.0001367340535166,0.0001507839287237,0.0001879004986502,0.0001571170224396,0.0002228137910844,0.00017886808403,0.0001540652807804,0.0001710057633605,0.0001224213822861,0.0001555333493764,0.0001936789703284,0.0002271814826132,0.000108434853737,0.0001738291883632,0.0001050450560697,0.0001715211533405,0.0001736856204641,0.0001627873936335,9.725533977649094e-05,0.0002351145753216,0.0002193869887901,9.965087092825989e-05,0.0002444541222569,0.000202163213876,0.0002058946200749,0.000167146431533,0.0001116095634075,0.0001697180091377,0.0001381222281885,0.0001154459620473,0.0001568217766408,0.0002221487586665,0.0001809964315938,0.0001342453050122,0.0002295285282636,0.0001321797746003,0.0002412224086209,0.0001842319356336,0.00017398281942370103,4.4393148340021636e-05,Extracellular exchange,-0.4261639269496646
714,PGPP120pp,8.290963735820185e-05,0.0002478656353501,0.000292577149547,0.0001390057660925,8.638165484359165e-05,8.320857060519628e-05,0.0001782256021144,0.0002175378769494,0.000151101974669,0.0001425932889807,0.0001613286758396,0.0001907169164262,0.0001083490015701,0.000273415545596,6.673090186066967e-05,0.0002305648821795,0.0002327568644289,0.000155777680355,0.00032735002066,0.0001258204290186,0.0001637522650303,0.0001178366085775,0.0002482418654611,0.0002119775073451,6.74872001096101e-05,0.0002910329439488,0.0002742133759989,0.0001696016556883,0.0003146553540713,0.0002609270071897,0.000164637013111,8.053941310303299e-05,0.0001128652380339,0.0001881090573192,0.0001701622591551,0.0001599949419018,9.186079771526553e-05,9.839306831874106e-05,0.0001589516322019,0.0001957574385886,0.0001070169630773,0.0001441876932202,0.0001807255064939,0.0002689658298928,0.0001940939362347,0.0001866287809539,0.0001392028653424,9.655065969939524e-05,0.0002008051437885,0.0001244313140207,0.00017355646820075204,6.8045948500626e-05,Glycerophospholipid Metabolism,-0.4270957726972043
715,TCYNTtex,0.0001872623158278,0.0001605222053494,0.0001315031320772,0.0001980525868516,0.0001571612146873,0.000149057031979,0.0001643266092342,0.0002986776872494,0.0001107635115673,0.0001199485892424,0.0001638125465265,0.0002557555034721,0.0001521384268333,0.0001828253654429,0.0001461519761959,0.0001224532699387,0.0002119144457186,0.0001829987224388,0.0001407891833793,0.0001919540189586,0.0001565318347853,0.0002111451937726,0.0001583671815844,0.0002168911035983,0.0002120401349124,0.0001865015098717,0.0001852828200238,0.0002399674772757,0.0001370528293193,7.6868851845173e-05,7.474493800245853e-05,0.0001849301486168,0.000134507985075,8.60545037644924e-05,0.0001174308436666,0.0001656210620008,0.0001753965258289,0.0002122526891294,0.00025921600003,0.0001176244343223,0.0001660323732074,0.0001531288445739,0.0002133214909426,0.0002525593666708,0.000284440972485,0.0002914525706993,0.0001497197311295,0.0001560172967588,0.0001630764150873,0.0001035001798471,0.00017339491303594847,5.2002088264455506e-05,"Transport, Outer Membrane Porin",-0.4274488724075182
716,SO3tex,0.0001860934536182,0.0002025976765056,9.037476696664186e-05,0.0001707315931599,0.0001471963015982,0.0001575080490993,0.0001181772509552,0.0001766524713926,8.873193161972363e-05,0.0001777373473205,0.0002195243449393,0.0002003618046864,0.0002351595369694,0.0001556612801,0.0001324922574691,0.0002657948841321,0.0001870049678983,0.0002169288761183,0.0001723641675714,0.0001286308917559,0.0002714020664422,0.0002662218047269,0.0001874174758961,0.0001726296539717,0.0001570676591746,0.0001715499886713,0.0002069685763959,0.0001058632013803,0.0001261037547041,0.0001568059355516,0.0001853937463342,0.0001857515975863,0.0002032730928507,0.0001180527685383,0.000181903944713,0.0001469650347284,0.0002098531127568,0.0001560453340363,0.0001461337575515,0.0001223756732904,0.000200744862054,0.0001574015945507,0.000163274270712,0.0001915864319487,0.0002050742519921,0.0001347123662067,0.0001834984912561,0.0001629028977129,0.0002664133756375,6.685422981007481e-05,0.00017279929610114887,4.503380755861086e-05,"Transport, Outer Membrane Porin",-0.4287506702633251
717,DDGLK,0.0001308326389529,0.0001064838832564,7.906895057722813e-05,0.0001289564226583,0.00030685095823,0.0002160295604292,0.0001011285396166,8.718736355869509e-05,0.0001495364307983,0.0001579540680743,0.0001571277689266,0.0001736374028051,0.000153467843631,0.0002396348985836,0.0002047005107936,9.696095686776512e-05,0.0001100586020548,8.15520291392343e-05,0.0002504526972994,0.0002063754307431,0.000278271853657,0.0001567451097259,9.322638224173716e-05,0.0002533951077982,0.0001836039825628,8.776430301922439e-05,0.0001096652823931,0.0001987758760587,0.0001413087241469,0.0002070672450626,0.0003286434459741,0.0001967746431928,0.0001725170187708,0.000294511498408,0.0001832365942238,0.0001909991356324,0.0002361422475437,0.000208575171949,0.0001039346832205,0.0001592352775316,0.0001548514318005,0.0002172054078186,0.0002192846828247,0.0001543199974041,0.0001504085416467,0.0001052636620663,9.224394497528332e-05,0.000216393107205,0.0001593711233753,0.0002394752478594,0.00017262415374169737,6.209680682724114e-05,Alternate Carbon Metabolism,-0.42913346654508566
718,NDPK5,0.000210651851536,0.000221423864986,0.0001195996186238,0.0001576280957176,0.0001762110565565,0.0001415955849745,0.0002276740479663,0.0001604981337036,0.0001809570680251,0.0001679698507569,0.0001476010435111,0.000162593010474,0.0001722638805771,0.000220878243975,0.0002031416546776,0.0001900301235767,0.0002180302416653,9.697740084124518e-05,0.0001496462318571,0.0001802032583443,0.000199710017877,0.0001968196068848,0.0001574095346597,0.0001730311188943,0.0001765016808557,0.0001611427741213,0.0001424253334283,0.000151749309787,0.0001751352229949,0.0001520462809788,0.000200687482501,0.0001759788719543,0.0001470801908411,0.0001818567479655,0.0001942231140923,0.0001899531188663,0.0001830491220665,0.0002045488132681,0.0001153323893752,0.0001613900106942,0.0002176271454294,0.0002432612800617,0.0001918820963171,0.0001596495093681,0.0001458278519293,0.0001995558728046,0.0001334801476687,0.0001811411831547,8.485868525256611e-05,0.0001244649023159,0.00017254787357508225,3.3077589519455464e-05,Nucleotide Salvage Pathway,-0.42930018671628695
719,ACOLIPAabctex,0.0,0.0005042149698795,0.0002247532772159,5.937404135466944e-07,0.0001746430640469,0.0002390462009056,0.0002317018822948,0.0002071199765061,0.0002927281755819,0.0002434868834524,0.0001916655565572,0.0,0.0001653211037128,0.0,0.0001994768966193,0.0,0.0001808407905397,0.0002365055533812,0.0,0.0001986149291238,0.0,0.0,0.0002997045838701,0.0001826800105326,0.0003458297403079,0.0001613003769958,0.0002216580618177,0.0005566082776415,0.0,0.000167135974354,0.0002043255256023,0.0001715737615406,0.0002031387682152,0.0002558108537783,0.0002869594732525,1.0685294955253042e-06,0.0004209572244564,0.0002770171552981,0.0002958680768475,0.0001475580001013,0.0001841837707419,0.0001800577585181,0.0,0.0001684107535843,0.0002199301472947,0.0001487552643779,0.0,0.000209315033659,0.0,0.0,0.00017201120245027745,0.00013226500754518627,Lipopolysaccharide Biosynthesis / Recycling,-0.43047315087953625
720,FALDtpp,0.0001848007873401,0.0001862380753368,0.0002246923485549,0.000173328300973,0.0002604725645848,0.0001955339864974,0.0001702131324842,0.000183152074441,0.0001654595266994,0.0001723956896148,0.0001262161969037,0.000181803918155,0.0001990244314849,0.0001224843939579,0.0001533915207982,0.0002218202557781,0.0002203898640058,0.0001206607571032,0.0002080686526502,0.0001867986173702,0.0001691847565926,0.0001807922046433,0.0001914515927366,0.0001208811543879,0.0001734263581316,0.000202144789331,0.000116812473124,0.0001539436799095,0.0001438927942327,0.0002220424007627,0.0001710551622124,0.0001838331067285,0.0001706877249612,0.0001156011439438,0.000170574080231,0.0001485831504961,0.0001836588240465,0.0001517084308748,0.0002138984886789,0.0001294533396393,0.0002359765173352,0.0002097263909171,0.0001115315032286,0.0001196750096157,0.0001468058536638,0.0001499974426476,0.0001726812197048,0.0002489314718608,0.0001025139081032,0.0001212303819419,0.00017179280898833402,3.778605644620157e-05,"Transport, Inner Membrane",-0.4309504780404503
721,FACOAL80t2pp,0.0001753477518941,0.0002126422324917,0.0002107407188155,0.0001456730873213,0.0001020748529153,0.0001539221153975,0.0001505783821545,0.0001698968192343,0.0002261578574198,0.0001707533462017,0.0002000617579345,0.000181668704672,0.0001807644659959,0.0001967996273206,0.0001615194471574,0.0001796617927877,0.0001133157028855,0.0002279360795472,0.000212101650402,0.0001425049109008,0.000203697387091,0.0001813031176679,0.0001308553720856,9.12646997773354e-05,0.0002124996919642,9.142073099553909e-05,0.0001642767120053,0.000165477254422,0.000121405546701,0.0001493926672712,0.000158981137243,0.0002148379544375,0.0001726846101414,0.0001841575197994,0.0001262763133616,0.0001364623341897,0.0002525738223577,0.0001313285899713,0.0002297421228297,0.0001906508585929,7.963136120168385e-05,0.0002869376803107,0.0002379567443474,0.0001200015105807,0.0001986924441349,0.0001475982570248,9.083203818614972e-05,0.0001849846613485,0.0002694219352282,0.0001292871603523,0.00017137507078139816,4.676840767606713e-05,Cell Envelope Biosynthesis,-0.43186349892737436
722,GLCURtex,0.0002266352967773,0.000158786170387,0.0001756910701055,0.0001856812203005,0.0001547433960683,0.0001493352785561,0.0001588562440061,0.0001894883349785,0.0001738924994686,0.0001348520850735,0.0001501613705801,0.0001300122466052,0.0001647444855416,0.0001991592933096,0.0001679482107832,0.0001935314881788,0.0001242741650559,0.0001853391083043,0.0001912627154678,0.0001793565482495,0.0001800831941478,0.0001764441427827,0.0001612208174712,0.0001407757201398,0.0001874026130811,0.0001999022568688,0.0001564524543408,0.0001707462794073,0.0001609952826812,0.000151679188998,0.0001870654498301,0.0001861651234148,0.0001560852043081,0.0001841752544949,0.0001808895095313,0.0002368180447622,0.0002058246884201,0.0001861880234549,0.0001306531203376,0.0001569983691718,0.0002077305381994,0.0001765038769016,0.0001861426758863,0.0001520160356701,0.0001289956556219,0.0001694499015526,0.0001890526879914,0.0001513904917095,0.0001196843685027,0.0001868413202798,0.00017116247035514406,2.4969532261385334e-05,"Transport, Outer Membrane Porin",-0.4323281646594431
723,GUI1,0.0002026810352582,8.19702691114549e-05,0.0001107455628524,0.0002227809283351,0.0002930609075844,0.0001902044215935,7.991061741328842e-05,0.000132539035984,0.00012779192189,0.0001347468726791,0.0001096139921811,0.0002287066501499,0.0001981905772291,0.0002517192809493,0.0001654669295254,0.0001816918998192,7.664665184088568e-05,7.44624856972233e-05,0.0002085189619892,9.125419687499517e-05,0.0002411199086689,0.0001943157157551,7.626249386097723e-05,0.0002000662082727,0.0001307258249862,0.0001243157145965,6.987537280296628e-05,0.0001720200717647,0.0001278519063848,0.0001772440290284,0.0003490032407303,0.0001752579369555,0.0002438311147064,0.0001314978355364,0.000263859171849,0.000141855352241,0.0003694302600969,0.0001759330199645,0.0002080014550922,0.0001492968118556,0.0002342489318581,0.0001699307145258,0.0001656810732101,0.0002043648195326,0.0001512812950976,0.0001103076324323,0.0001030114266453,0.0001145108973495,0.0002698186852624,0.000139930009821,0.00017095104259682987,6.814734734371412e-05,Alternate Carbon Metabolism,-0.4327902673740412
724,MOCOS,0.0002301168529674,0.0001899694695896,0.0001132201805996,0.000199704800119,0.0001858579869245,0.0001016722405256,0.0001360910752369,0.0001716840711484,0.0001344240436835,0.0001597143722013,0.000154761609673,0.0001376174264983,0.0002178074578194,0.0001416337245163,0.0002222713094994,0.0001725811575598,0.0001385194434451,0.0001723877158654,0.0001513916345794,0.0002182306788841,0.0001968734533109,0.0001689731363605,0.0001585790639275,0.0001688988957911,0.0001513298507338,0.0001207701141992,0.0001916127344291,0.0002479005979433,0.0001257801563614,0.0001334196087506,0.0001370491536955,0.0001757559892872,0.0001731208971451,0.0001093298392342,0.0001641744017045,0.0001992968078071,0.0001453463795712,0.0002069176790955,0.0002418335068603,0.0001734728903818,0.0001556851060215,0.0001894396068827,0.0001743678161835,0.0001773274333804,0.0001636153827171,0.0001815095085019,0.0002279295942216,0.0001744452409841,0.0001882898447044,0.0001700086943435,0.00017085421271733,3.380703209424646e-05,Cofactor and Prosthetic Group Biosynthesis,-0.43300190160091784
725,GPDDA1pp,0.0002267987356107,0.0001905456606657,0.0001639822502579,0.0001586222252676,0.00011403561367,0.0001705385807438,0.0001632514775019,0.0002658268054003,6.787386706393815e-05,0.0002223443143635,0.000138187661755,0.0001500898864446,0.0001848724591324,0.0001658197393949,0.0001368904473361,0.0001978855399512,0.0001515203098059,0.0001270911881635,0.0001365221638545,0.0001933051307384,0.0001378562092857,0.0001505421492365,0.000140371057588,0.0001814835270614,0.0001045020360491,0.0002649685569108,8.330471950982264e-05,0.0001757072589944,0.0001797171960712,0.0001250262864397,0.000204654954526,0.0002388485719563,0.0001944072424348,0.0001511057878311,0.0002005407126324,0.0001883367148163,0.0002027680274062,0.0002279077605702,0.0001868270393913,0.0002077741340043,0.0001207018875345,0.0001300146831283,0.0001754712322358,0.0001394591146337,0.0001674053701587,0.0001620294016417,0.0002298278729373,0.0001688868501622,0.0001850060090282,0.0001716448872335,0.00017046202617062526,4.1295940029978104e-05,Glycerophospholipid Metabolism,-0.43385907602922436
726,EX_gthrd_e,0.0001372060513126,0.0002292938064196,0.0001614464650092,0.0002163816041656,0.000260372463119,0.0001705193042168,0.0002406912857943,0.0001892126957282,0.0002516551816536,5.698389094923822e-05,0.0001347173813503,0.0001639679713883,0.0002276506272804,0.0001540893505211,0.0001814578561252,0.0002032095281037,0.0003610368905083,0.0002277214546871,0.0001822236975604,0.0001883026813301,0.0001585767999326,0.0001807512425471,0.0002084975240115,0.0002291699117238,0.0001306462177251,0.0001517009045911,0.000155417597884,0.0001622857226345,0.0001664684992772,9.546843918883538e-05,0.0003004902198718,0.0001225402612672,0.0003164684042609,8.749572533005489e-05,0.0001457889367714,0.000161013140321,0.0003738624630066,0.0001117428777941,9.684412974975448e-05,5.663312376459011e-05,0.0001945423426036,5.418199393665941e-05,7.583890610293007e-05,5.698350465589672e-05,0.0001254886013982,5.725075947577934e-05,0.0001671916804726,0.0002127004304363,0.0001490995670699,7.469104083336252e-05,0.00017035942311722802,7.378405005231162e-05,Extracellular exchange,-0.43408332827443075
727,EX_ttdcea_e,0.0002179007518072,0.0001527848873521,0.0001570808938474,0.000218848879138,0.0002076339576692,0.0001436231422393,0.0002374606953438,0.000187874571642,0.0001587455443111,0.0001876804171119,0.0001752408283648,0.0001620663153132,0.000146476699634,0.0002029820030411,0.0001430686188394,0.0002625951674261,0.000161136166401,0.0001484990970768,0.000179985156171,0.0001415927404699,0.0002058070690864,0.0002102638804003,0.0001969898707561,0.000166833431839,0.000140337590386,0.0001409297700887,0.0001334038379499,0.0001028397603591,0.0002264182938268,0.0001055892729371,0.0001589451529997,0.0002132752680955,0.0001843130725886,0.0001677250757857,0.000189201916038,0.0001402345671807,0.0001609221296587,0.0001579413789371,0.0001208915228891,0.0001232234191963,0.0002149509544083,0.0001995702797309,0.0001577457331617,0.0001427938807546,0.0001533787242343,0.0001340913848973,0.000153016635217,0.000178183434061,0.0002074750242518,0.0001210343675097,0.00017003206464849402,3.503936548991837e-05,Extracellular exchange,-0.4347988125526297
728,PGL,0.0001342265245064,0.0001816531836423,0.0001994796744326,0.000166291065155,0.0001166517707411,0.000119723702198,0.0001453458088993,0.0001570481810167,0.0002246748227608,0.0001350520164346,0.0001763045430565,0.0001823919340431,0.0002406934065254,0.0001612937403589,0.0002099232482117,0.0001736923512123,0.0001856974472111,0.0001514438854237,0.0001669393964685,0.0002216853102651,0.0002240141333722,0.0002212550001882,0.0001991181741551,0.0001636937855748,0.0001291766923215,0.0001532365347027,0.0002048262793756,0.0001379728811109,0.000224346051096,0.0001365290142738,0.0001349549554826,0.0001876067736676,0.0001409834262756,0.0001009332735733,0.0001426490370916,0.0001929857001682,0.0001234396467959,0.000118037535761,0.0003107272511998,0.0001141431132189,0.0001833028776986,0.0001853774099769,0.0001987680477937,0.0001255131500034,0.0002312126069657,0.0001209275650563,0.0001535702736945,0.0001815905533068,0.0002141588911511,9.329679004450274e-05,0.00016997118875319804,4.273824710752266e-05,Pentose Phosphate Pathway,-0.43493186469627515
729,EX_pacald_e,0.0001605784830289,0.0001472928054026,0.0001401755504568,0.0001260693401644,0.0002736344652747,0.0002007871618815,0.0001431066227163,0.0001973328655032,9.922383853734076e-05,0.0001267651340616,0.0001569996192196,0.0001298607654152,0.0002121633528134,0.0001593643406381,0.0001973054358376,0.0002302378326708,0.0001230501527769,0.0002500999551506,0.0001122516750636,0.0001734064069202,0.0002434274016767,0.0001302986365394,0.0002062132054381,0.0001504239086713,0.0001462979746975,0.00020939209436,0.00021631164367,0.0001527104553874,0.0001663129263683,0.0002533207384801,0.0001505380728786,0.0001678109842813,0.0001600529509318,0.0001979868035926,0.0001685113298358,0.0001704210099439,0.0001793644358206,0.0001572312686285,0.0001444703719955,0.000219095459344,0.000124565159784,0.0001239149595868,0.0001855099794911,0.000170739734811,0.0001855632866415,0.000168865753042,0.0001672040044934,0.0001662612035472,0.0001253757444114,0.0001245418714663,0.00016984878346698883,3.9237821721369216e-05,Extracellular exchange,-0.4351993972827692
