,knockout,essential,call,growth,true_label,score
403,100760315,1,1,0.03236891404823238,1,0.03236891404823238
404,100768510,1,1,0.03236891404823238,1,0.03236891404823238
405,100760370,1,1,0.03236891404823238,1,0.03236891404823238
406,100760390,1,1,0.03236891404823238,1,0.03236891404823238
407,100752205,1,1,0.03236891404823239,1,0.03236891404823239
408,100752211,1,1,0.03236891404823238,1,0.03236891404823238
409,100768613,1,0,-2.225469602815566e-17,1,-2.225469602815566e-17
410,100760443,1,1,0.03236891404823238,1,0.03236891404823238
411,100768654,1,1,0.032368914048232375,1,0.032368914048232375
412,100752270,1,1,0.03236891404823238,1,0.03236891404823238
413,100752294,1,1,0.03236891404823238,1,0.03236891404823238
414,100760520,1,1,0.03236891404823239,1,0.03236891404823239
415,100760537,1,1,0.03236891404823238,1,0.03236891404823238
416,100768751,1,1,0.03236891404823238,1,0.03236891404823238
417,100768771,1,1,0.03236891404823238,1,0.03236891404823238
418,100768798,1,1,0.032368914048232375,1,0.032368914048232375
419,100768831,1,1,0.03236891404823238,1,0.03236891404823238
420,100760677,1,1,0.032368914048232375,1,0.032368914048232375
421,100760718,1,1,0.032368914048232375,1,0.032368914048232375
422,100760731,1,1,0.03236891404823237,1,0.03236891404823237
423,100752560,1,1,0.03236891404823239,1,0.03236891404823239
424,100752599,1,1,0.03236891404823238,1,0.03236891404823238
425,100752620,1,1,0.03236891404823238,1,0.03236891404823238
426,100769027,1,1,0.03236891404823238,1,0.03236891404823238
427,100752668,1,1,0.032368914048232375,1,0.032368914048232375
428,100760870,1,1,0.03236891404823239,1,0.03236891404823239
429,100769077,1,1,0.03236891404823238,1,0.03236891404823238
430,100769105,1,1,0.03236891404823238,1,0.03236891404823238
431,100752739,1,1,0.03236891404823238,1,0.03236891404823238
432,100769158,1,1,0.03236891404823238,1,0.03236891404823238
433,100760992,1,1,0.03236891404823237,1,0.03236891404823237
434,100769225,1,1,0.032368914048232375,1,0.032368914048232375
435,100769224,1,1,0.03236891404823238,1,0.03236891404823238
436,100761041,1,1,0.03236891404823234,1,0.03236891404823234
437,100752902,1,1,0.03236891404823238,1,0.03236891404823238
438,100752949,1,1,0.03236891404823238,1,0.03236891404823238
439,100761203,1,1,0.03236891404823238,1,0.03236891404823238
440,100769495,1,1,0.03236891404823238,1,0.03236891404823238
441,100769515,1,1,0.03236891404823238,1,0.03236891404823238
442,100753143,1,1,0.02739152612987309,1,0.02739152612987309
443,100753159,1,1,0.03236891404823237,1,0.03236891404823237
444,100761374,1,1,0.03236891404823238,1,0.03236891404823238
445,100753226,1,1,0.032368914048232375,1,0.032368914048232375
446,100761441,1,1,0.03236891404823238,1,0.03236891404823238
447,100769654,1,0,3.709116004692604e-17,1,3.709116004692604e-17
448,100761465,1,1,0.027391526129873014,1,0.027391526129873014
449,100753288,1,1,0.03236891404823238,1,0.03236891404823238
450,100769680,1,1,0.032368914048232375,1,0.032368914048232375
451,100761491,1,1,0.032368914048232375,1,0.032368914048232375
452,100769697,1,1,0.032368914048232375,1,0.032368914048232375
453,100761516,1,1,0.03236891404823238,1,0.03236891404823238
454,100753385,1,1,0.032368914048232375,1,0.032368914048232375
455,100769779,1,1,0.03236891404823238,1,0.03236891404823238
456,100769790,1,1,0.03236891404823237,1,0.03236891404823237
